80c6ed25-45f0-f011-8406-0022481ba5f0,Mass,Неработоспособность приложения,Нейтральный,RU,6,"Клиент не может зарегистрироваться в приложении Freedom Broker, получая ошибку на первом шаге. Необходимо проверить возможность регистрации для пользователей из России, использующих VPN, и предоставить инструкцию или решение.",—,Менеджер 1,Ведущий специалист,Караганда,Нет,Сарань,Geo:LLM → Round Robin,Gemini,llm
6f860ff9-cc01-f111-8407-0022481ba3d1,VIP,Претензия,Негативный,RU,10,"VIP-клиент угрожает судом и требует вернуть деньги из-за двойного списания комиссии в размере $25 за одну транзакцию. Необходимо немедленно разобраться в ситуации с комиссией, вернуть излишне списанные средства и связаться с клиентом для урегулирования.",—,Менеджер 42,Главный специалист,Усть-Каменогорск,Нет,Кокпекты,Geo:LLM → VIP-сегмент → Высокий приоритет → Round Robin,Gemini,llm
6f129f43-ecfa-f011-8406-0022481bad7e,Mass,Неработоспособность приложения,Позитивный,ENG,6,"The client is unable to complete account verification because their proof of address, issued in Azerbaijani, is being rejected. The client requests alternative document options or a manual review. Please check if an alternative document can be accepted or if a manual review of the Azerbaijani document is possible.",—,Менеджер 11,Ведущий специалист,Алматы,Нет,Алматы,Geo:LLM → Язык:ENG → Round Robin,Gemini,llm
68086831-220b-f111-8407-0022481baa2c,Mass,Консультация,Позитивный,KZ,5,Клиент теңгеге қандай облигацияларды сатып алуға болатынын сұрайды. Менеджерге клиентке қолжетімді облигациялар туралы ақпарат беру ұсынылады.,—,Менеджер 23,Специалист,Атырау,Нет,Индербор,Geo:LLM → Язык:KZ → Round Robin,Gemini,llm
6396447c-daf1-f011-8406-0022481ba303,Mass,Неработоспособность приложения,Нейтральный,ENG,6,Client is blocked in the application due to issues with document upload. Manager should investigate the blocking reason and unblock the client's account.,—,Менеджер 27,Ведущий специалист,Шымкент,Нет,Бадам,Geo:LLM → Язык:ENG → Round Robin,Gemini,llm
5d29d98c-55fb-f011-8406-0022481baa2c,Mass,Неработоспособность приложения,Нейтральный,KZ,6,"Клиенттің облигация сатып алуға берген бұйрығы орындалмаған. Менеджерге бұйрықтың орындалмау себебін анықтап, клиентке түсініктеме беру ұсынылады.",—,Менеджер 21,Специалист,Усть-Каменогорск,Нет,Бескарагай,Geo:LLM → Язык:KZ → Round Robin,Gemini,llm
591d3e1d-ebf8-f011-8406-0022481ba046,Mass,Неработоспособность приложения,Позитивный,ENG,6,"Client from Ukraine is unable to complete registration due to document validation issues, likely related to language. Manager should advise on alternative document submission or validation processes for foreign citizens.",—,Менеджер 20,Главный специалист,Актау,Нет,Шардара,Geo:LLM → Язык:ENG → Round Robin,Gemini,llm
493fd23b-ad01-f111-8407-0022481baec1,Mass,Спам,Нейтральный,RU,1,Обращение является спамом от Московской биржи и АО 'ПЕРВОУРАЛЬСКБАНК' с приглашением на мероприятие. Рекомендуется пометить как спам и не обрабатывать.,—,—,—,—,Нет,Конаев (Капчагай),Спам — менеджер не назначается,Gemini,llm
4071842c-10df-f011-8406-0022481ba2e6,Mass,Претензия,Негативный,RU,8,Клиент сообщает о непоступлении 125$ на счет и требует возврата средств. Необходимо проверить статус перевода и связаться с клиентом для решения вопроса.,—,Менеджер 15,Специалист,Алматы,Нет,Кокпек,Geo:LLM → Высокий приоритет → Round Robin,Gemini,llm
3692ae0e-f5ef-f011-8406-0022481ba5f0,Mass,Неработоспособность приложения,Негативный,RU,6,Клиент не получает SMS-сообщения и требует немедленного решения проблемы. Необходимо проверить систему отправки SMS и статус аккаунта клиента.,—,Менеджер 6,Ведущий специалист,Павлодар,Нет,Аксу,Geo:LLM → Round Robin,Gemini,llm
2a99d51e-7dfb-f011-8406-0022481bac13,Mass,Неработоспособность приложения,Нейтральный,RU,6,Клиент не может зарегистрироваться в приложении и спрашивает причину. Необходимо выяснить причину проблемы с регистрацией и помочь клиенту.,—,Менеджер 14,Специалист,Шымкент,Нет,Туркестан,Geo:LLM → Round Robin,Gemini,llm
16a8690e-4aec-f011-8406-0022481bad7e,VIP,Неработоспособность приложения,Нейтральный,RU,10,Клиент VIP-сегмента не смог произвести оплату картой и интересуется значением фразы «обновить экономический портфель». Необходимо выяснить причину проблемы с оплатой и предоставить консультацию по запросу.,—,Менеджер 22,Главный специалист,Астана,Да,Караганда,Geo:LLM → VIP-сегмент → Высокий приоритет → Round Robin,Gemini,llm
136d32a0-bafd-f011-8406-0022481ba51f,Mass,Претензия,Негативный,RU,8,"Клиент обвиняет компанию в мошенничестве и незаконном удержании 200 EUR, которые не поступили на счет. Требуется немедленно разобраться с переводом и предоставить официальный ответ клиенту.",—,Менеджер 37,Ведущий специалист,Шымкент,Нет,Шымкент,Geo:LLM → Высокий приоритет → Round Robin,Gemini,llm
117af0c4-cb00-f111-8407-0022481ba51f,VIP,Смена данных,Негативный,RU,10,Клиент срочно просит удалить его персональные данные и отозвать согласие на обработку. Необходимо оперативно связаться с клиентом для подтверждения личности и выполнения запроса.,—,Менеджер 43,Главный специалист,Астана,Да,Караганда,Geo:LLM → VIP-сегмент → Высокий приоритет → Главный специалист → Round Robin,Gemini,llm
